term,term_id,df
0.004,22487,4
mdl,22488,1
interlaboratory,22489,6
nonepa,22490,1
26511,22491,1
laboratory's,22492,3
art,22493,5
epacertified,22494,1
constantly,22495,1
advancing,22496,6
bottler,22497,1
cgmp,22498,2
bottling,22499,1
batch,22500,10
day's,22501,3
129.80(g)(2,22502,1
verses,22503,1
substandard,22504,1
403(h)(1,22505,1
343(h)(1,22506,1
103.35(g,22507,1
injurious,22508,6
129.35,22509,1
129.35(a,22510,1
129.80(g,22511,1
129.80(h,22512,1
beverages,22513,9
soda,22514,2
seltzer,22515,1
393,22516,2
nitric,22517,1
200.7,22518,1
200.8,22519,1
200.9,22520,1
recoverable,22521,2
hydrochloric,22522,8
acidhydrochloric,22523,1
103.35(f)(2)(ii,22524,1
conlon,22525,1
103_quality,22526,1
721,22527,11
379e,22528,4
d)(1)(i,22529,1
d)(3)(i,22530,1
d)(3)(v,22531,1
d)(3)(vi,22532,1
inorganic,22533,4
1contaminant,22534,1
1concentration,22535,1
d)(3)(v)(g,22536,1
d)(3)(v)(h,22537,1
600/4,22538,1
020,22539,2
5825,22540,1
220.2_atomic,22541,1
furnace,22542,6
220.1_atomic,22543,1
aspiration,22544,1
200.7_entitled,22545,1
inductively,22546,1
plasmaatomic,22547,1
spectrometry,22548,1
emsl,22549,2
epa/600/4,22550,1
91/010,22551,1
200.8_entitled,22552,1
plasmamass,22553,1
200.9_entitled,22554,1
graphite,22555,4
239.2_atomic,22556,1
200.9_from,22557,1
12666,22558,1
90p,22559,1
0025,22560,1
margarine,22561,1
nfmoa,22562,1
nannie,22563,1
rainey,22564,1
5099,22565,1
35439,22566,1
1525,22567,2
166.110,22568,1
sirup,22569,1
43580,22570,1
menhaden,22571,1
enlargement,22572,1
compelled,22573,1
reformulate,22574,3
25.24(b)(1,22575,1
hydrogenated,22576,1
38219,22577,1
grasp,22578,4
6g0316,22579,1
crude,22580,2
purse,22581,1
seine,22582,1
purseseine,22583,1
166_margarine,22584,1
italicized,22585,3
physico,22586,1
physicochemical,22587,1
phosphatides,22588,1
unsaponifiable,22589,1
12804,22590,1
0132,22591,3
antibiotic,22592,2
cefotetan,22593,1
dionne,22594,1
0335,22595,1
25.24(c)(6,22596,2
314.300,22597,2
request(s,22598,2
331(j,22599,2
1905,22600,2
antibiotics,22601,2
442_cepha,22602,1
442.52,22603,1
4-[[carboxy,22604,1
2carboxy,22605,1
carboxymethoxy,22606,1
7methoxy,22607,1
methoxy3-[[(methyl,22608,1
methyl1,22609,1
tetrazol,22610,1
tetrazol5yl)thio]methyl]-oxo,22611,1
8oxo,22612,1
oxothia,22613,1
5thia,22614,1
thiaazabicyclo,22615,1
1azabicyclo[4.2.0]oct,22616,1
octene,22617,1
2ene,22618,1
ene7yl]-carbamoyl]-1,22619,1
dithietane,22620,1
3dithietane,22621,1
malonamic,22622,1
purified,22623,3
dried,22624,12
432.5,22625,2
431.1,22626,2
436.216,22627,2
microparticulate,22628,2
micrometers,22629,10
octadecyl,22630,1
bonded,22631,6
silicas,22632,1
microliters,22633,2
reagents,22634,6
water:methanol:acetonitrile,22635,1
90:5:5,22636,1
acid:glacial,22637,1
acid:methanol:acetonitrile,22638,1
1700:100:105:105,22639,1
micron,22640,4
degas,22641,2
chromatograph,22642,3
milliliter,22643,3
250milliliter,22644,1
flask,22645,5
swirl,22646,1
acetonitrile,22647,2
b)(1)(i)(a,22648,1
stoppered,22649,1
sonicate,22650,2
turbid,22651,1
sonication,22652,1
0.micron,22653,1
5micron,22654,1
tautomer,22655,1
tailing,22656,1
replicate,22657,6
injections,22658,2
436.216(b,22659,2
chromatographic,22660,3
b)(1)(ii)(b,22661,2
1micrograms,22662,2
chromatogram,22663,2
436.201,22664,2
436.211,22665,2
mull,22666,1
436.211(b)(2,22667,1
442.253a,22668,1
442.253,22669,1
442.253b,22670,1
injectable,22671,1
aqueous,22672,7
osmotic,22673,1
isoosmotic,22674,1
bicarbonate,22675,2
buffer,22676,3
tonicity,22677,1
sterile,22678,1
442.52(a)(1,22679,1
sterility,22680,1
thaw,22681,1
442.52(b)(1,22682,1
hypodermic,22683,1
syringe,22684,1
thawing,22685,1
436.20,22686,1
436.202,22687,1
undiluted,22688,1
highperformance,22689,3
gayle,22690,1
dolecek,22691,1
12667,22692,1
cythioate,22693,1
tablets</doctitle,22694,1
nada,22695,5
90milligram,22696,1
proban,22697,1
30mg,22698,1
veterinary,22699,12
hfv,22700,4
0614,22701,1
shawnee,22702,1
66201,22703,1
90mg,22704,1
fleas,22705,1
520.531,22706,1
514.11(e)(2)(ii,22707,3
512(c)(2)(f)(iii,22708,2
360b(c)(2)(f)(iii,22709,2
25.24(d)(1)(iii,22710,1
520_oral,22711,2
360b,22712,4
000859,22713,1
510.600(c,22714,1
010042,22715,1
livingston,22716,1
12664,22717,1
feeds,22718,4
fenbendazole,22719,1
hoechst,22720,2
roussel,22721,2
hoechstroussel,22722,2
agri,22723,3
vet,22724,3
agrivet,22725,2
anthelmintic,22726,1
goat,22727,6
haibel,22728,1
1644,22729,1
rt,22730,1
08876,22731,2
nonlactating,22732,1
worms,22733,1
haemonchus,22734,1
contortus,22735,1
ostertagia,22736,1
circumcincta,22737,1
pmf,22738,1
5118,22739,1
interregional,22740,3
ir,22741,6
northcentral,22742,2
48824,22743,1
520.905a,22744,1
556.275,22745,1
tolerances,22746,9
editorially,22747,1
bioequivalence,22748,1
retreatment,22749,1
veterinarian,22750,10
556_tolerances,22751,1
tolerance1,22752,1
12805,22753,1
salinomycin,22754,1
roxarsone,22755,1
bacitracin,22756,1
anada,22757,1
broiler,22758,2
1258,22759,3
ton,22760,9
g/t,22761,1
34.1,22762,1
coccidiosis,22763,1
eimeria,22764,1
tenella,22765,1
necatrix,22766,1
acervulina,22767,1
maxima,22768,1
brunetti,22769,1
mivati,22770,1
feed,22771,7
bio,22772,1
agribio's,22773,1
558.550,22774,1
558.4,22775,1
25.24(d)(1)(ii,22776,1
558_new,22777,1
b)(1)(ix,22778,1
b)(1)(viii,22779,1
12806,22780,1
888,22781,1
3741,22782,2
3686,22783,1
program_contract,22784,1
rents,22785,2
16408,22786,1
21832,22787,2
allard,22788,1
0577,22789,1
0770,22790,1
fmrs,22791,1
fmr,22792,2
8212,22793,1
bedroom,22794,1
b_fair,22795,1
1fmr,22796,1
1bedrooms,22797,1
medford,22798,1
ashland,22799,3
medfordashland,22800,1
msa,22801,4
378,22802,5
767,22803,4
laplata,22804,1
931,22805,2
breckinridge,22806,1
ky,22807,5
578,22808,1
ashe,22809,1
saluda,22810,1
sc,22811,6
21845,22812,1
21859,22813,1
21860,22814,1
myra,22815,1
ransick,22816,1
c_contract,22817,1
factors_area,22818,1
cpi,22819,2
arundel,22820,2
carroll,22821,4
harford,22822,1
queen,22823,1
anne's,22824,1
pmsa,22825,1
kitsap,22826,1
olympia,22827,2
thurston,22828,1
vancouver,22829,1
portlandvancouver,22830,1
bellevue,22831,1
seattlebellevueeverett,22832,1
snohomish,22833,2
benton,22834,3
whatcom,22835,1
yakima,22836,4
nonmetropolitan,22837,1
chelan,22838,1
clallam,22839,2
cowlitz,22840,1
garfield,22841,1
grays,22842,1
kittitas,22843,1
klickitat,22844,1
okanogan,22845,1
pend,22846,1
oreille,22847,1
skagit,22848,1
skamania,22849,1
wahkiakum,22850,1
walla,22851,1
kenosha,22852,1
wi,22853,7
waukesha,22854,1
milwaukeewaukesha,22855,1
ozaukee,22856,1
racine,22857,2
calumet,22858,1
chippewa,22859,2
dane,22860,1
eau,22861,3
claire,22862,5
crosse,22863,2
outagamie,22864,1
sheboygan,22865,1
winnebago,22866,1
barron,22867,1
bayfield,22868,1
burnett,22869,1
crawford,22870,3
fond,22871,1
du,22872,3
lac,22873,1
kewaunee,22874,1
lafayette,22875,3
langlade,22876,1
manitowoc,22877,1
marinette,22878,1
menominee,22879,1
monroe,22880,2
oconto,22881,1
oneida,22882,2
pepin,22883,1
polk,22884,1
portage,22885,1
rusk,22886,1
sauk,22887,2
sawyer,22888,6
shawano,22889,1
trempealeau,22890,1
vernon,22891,5
vilas,22892,1
walworth,22893,1
washburn,22894,1
waupaca,22895,1
waushara,22896,1
12635,22897,1
0e3921/r2049,22898,1
4769,22899,2
ab78,22900,7
bifenthrin,22901,1
hops,22902,1
ir4,22903,2
timelimited,22904,3
m3708,22905,6
7506c,22906,8
1132,22907,7
opp,22908,8
360277m,22909,6
15251,22910,6
hoyt,22911,2
jamerson,22912,2
7505w,22913,4
2800,22914,6
703)-308-8783,22915,2
9167,22916,1
rutgers,22917,3
brunswick,22918,2
08903,22919,2
0e3921,22920,1
408(e,22921,4
ffdca,22922,5
346a(e,22923,4
befentrhin,22924,1
2methyl,22925,1
11'-biphenyl]-3yl)methyl,22926,1
methyl3-(chloro,22927,1
2chloro,22928,3
chloro333-trifluoro,22929,1
trifluoropropenyl,22930,1
1propenyl)-2dimethylcyclopropanecarboxylate,22931,1
2dimethylcyclopropanecarboxylate,22932,1
e.i,22933,1
dupont,22934,3
nemours,22935,2
dupont's,22936,1
benomyl,22937,1
raisins,22938,1
establshment,22939,1
63575,22940,1
bifentrhin,22941,1
recalssification,22942,1
178.20,22943,7
objectionable,22944,7
178.25,22945,7
180.33(i,22946,7
issue(s,22947,8
requestor's,22948,7
objector,22949,7
178.27,22950,6
requestor,22951,8
uncontested,22952,7
178.32,22953,6
3(f,22954,13
1164,22955,9
601-612,22956,7
24950,22957,7
campt,22958,5
180_[amended,22959,7
346a,22960,8
180.442,22961,1
pyrethroid,22962,1
chloro33trifluoro,22963,1
3trifluoro,22964,1
1commodity,22965,4
1parts,22966,4
cottonseed,22967,1
hogs,22968,2
horses,22969,4
12692,22970,1
9f3699,22971,1
9f3793,22972,1
9f3799/r2057,22973,1
4771,22974,1
clofentezine,22975,1
peaches,22976,1
nectarines,22977,1
almonds,22978,1
walnuts,22979,1
apricots,22980,1
cherries,22981,1
3-(cloro,22982,1
2cloro,22983,1
clorohydroxphenyl,22984,1
4hydroxphenyl)-6-(chlorophenyl,22985,1
2chlorophenyl)-124tetrazine,22986,1
5tetrazine,22987,1
noram,22988,2
edwards,22989,5
7505c,22990,3
703)-305-6386,22991,1
26438,22992,1
22333,22993,1
26911,22994,1
9f3799,22995,1
408(d,22996,2
346a(d,22997,2
almond,22998,1
hulls,22999,6
nutmeat,23000,2
registrations,23001,4
bobwhite,23002,1
quail,23003,1
mallard,23004,1
duck,23005,1
invertebrate,23006,1
noram's,23007,1
42728,23008,1
dog,23009,4
dogfeeding,23010,1
mg/kg/day,23011,2
adi,23012,1
0.013,23013,3
weight/day,23014,1
0000519,23015,1
chromatography,23016,4
hplc,23017,5
17.32,23018,1
180.446,23019,1
6bis(chlorophenyl,23020,1
3-(chloro,23021,1
chlorohydroxyphenyl,23022,1
4hydroxyphenyl)-6-(chloro,23023,1
12697,23024,1
8f3654/r2064,23025,1
4865,23026,1
1-[[2-(2,23027,1
dichlorophenyl,23028,1
4dichlorophenyl)-propyl,23029,1
4propyl,23030,1
propyl1,23031,1
dioxolan,23032,1
3dioxolan,23033,1
dioxolan2yl]methyl]-1h12triazole,23034,1
4triazole,23035,1
01-31-1998,23036,1
propiconazole,23037,1
dioxolan2yl]methyl]-1,23038,1
12triazole,23039,1
2dichlorobenzoic,23040,1
4dichlorobenzoic,23041,1
peanuts,23042,4
peanut,23043,1
hay,23044,1
20.0,23045,1
ciba,23046,1
geigy,23047,1
cibageigy,23048,1
robbins,23049,1
703)-305-6900,23050,1
39783,23051,1
18300,23052,1
27419,23053,1
8f3654,23054,1
180.434,23055,1
republished,23056,11
republication,23057,1
multiresidue,23058,1
ld,23059,2
1517,23060,2
milligrams/kilogram,23061,1
noobservableeffect,23062,1
hdt,23063,1
teratology,23064,1
twogeneration,23065,1
feeding/carcinogenicity,23066,1
375,23067,3
ames,23068,2
dominantlethal,23069,1
nucleus,23070,2
anomaly,23071,1
rodenticide,23072,3
sap,23073,1
01-15-1987,23074,1
linearized,23075,1
lowdose,23076,1
concur,23077,4
rebuttals,23078,2
excessively,23079,2
reread,23080,1
pathology,23081,2
slides,23082,22
oncogenicity,23083,2
owing,23084,3
cibageigy's,23085,1
pairwise,23086,1
livers,23087,1
cd1,23088,1
adenoma,23089,1
500ppm,23090,1
tolerated,23091,1
mtd,23092,1
necrosis,23093,1
ppmdose,23094,1
0.079,23095,1
carcinogenetic,23096,1
nonnursing,23097,1
1.97,23098,2
3.97,23099,1
bwt/day,23100,1
redone,23101,1
furlow,23102,1
1128c,23103,1
703)-305-5232,23104,1
178.127,23105,1
180.434(c,23106,1
1expiration,23107,1
12/31/98,23108,1
12698,23109,1
300330a,23110,1
4864,23111,4
ethermaleic,23112,1
copolymer,23113,2
methy,23114,1
inert,23115,9
dispersant,23116,1
seed,23117,3
seedcoating,23118,1
adhesive,23119,21
crops,23120,3
opp300330a,23121,1
tina,23122,2
levine,23123,3
703)-308-8393,23124,2
14820,23125,1
alps,23126,1
wayne,23127,5
07470,23128,1
pps,23129,1
3e4260,23130,1
3e4261,23131,1
180.1001(c,23132,1
62386,23133,1
barolo,23134,3
180.1001,23135,2
1inert,23136,2
1limits,23137,2
1uses,23138,2
12695,23139,1
9e3752,23140,1
9e3791/r2050,23141,1
cyromazine,23142,1
melamine,23143,1
mustard,23144,1
9949,23145,1
9e3791,23146,1
180.414,23147,1
cyclopropyl,23148,1
cyclopropyl13triazine,23149,1
5triazine,23150,1
triazine24triamine,23151,1
6triamine,23152,1
13triazine,23153,1
geographically,23154,4
180.1(n,23155,1
12696,23156,1
300331a,23157,1
alcoholvinyl,23158,1
monomethyl,23159,1
acetatemonomethyl,23160,1
saltmaleic,23161,1
mitsui,23162,1
opp300331a,23163,1
14825,23164,2
martine,23165,1
10606,23166,1
3e4253,23167,1
180.1001(d,23168,1
numberaverage,23169,1
12694,23170,1
3f4232/r2062,23171,1
acetochlor,23172,1
chloro,23173,1
chloro2`-methyl,23174,1
6ethyl,23175,1
ethoxymethyl,23176,1
acetanilide,23177,1
ema,23178,1
moiety,23179,1
hydroxyethyl,23180,1
hema,23181,1
equivalents,23182,1
racs,23183,1
sorghum,23184,2
703)-305-6800,23185,1
14824,23186,2
monsanto,23187,4
zeneca,23188,1
13655,23189,1
180.470,23190,1
12699,23191,1
418,23192,8
fc,23193,2
ag64,23194,1
obra,23195,4
26676,23196,1
matt,23197,1
plonski,23198,1
services_elimination,23199,1
1861(v)(1)(b,23200,1
13503(c,23201,1
1878(f)(2,23202,1
413.157(b)(3,23203,2
hospice,23204,3
1814(i,23205,1
basket,23206,3
13504,23207,1
1886(b)(3)(b)(iii,23208,2
1994_the,23209,1
fys,23210,2
1996_the,23211,1
1997_the,23212,1
418.306,23213,2
226(a,23214,1
fica,23215,2
qcs,23216,2
premiumfree,23217,1
1818(d,23218,1
actuarial,23219,2
1818a,23220,1
13508,23221,1
phasedin,23222,2
spouses,23223,4
married,23224,3
divorced,23225,2
divorce,23226,2
marriage,23227,2
lasted,23228,2
1994_25,23229,1
1995_30,23230,1
1996_35,23231,1
1997_40,23232,1
years_45,23233,1
406.32,23234,2
unreduced,23235,1
capitalrelated,23236,2
1861(v)(1)(s)(ii)(i,23237,1
13521,23238,1
413.130(j)(1)(ii,23239,1
1861(v)(1)(s)(ii)(ii,23240,1
13522,23241,1
413.124,23242,2
intraocular,23243,1
lenses,23244,4
1833(i)(2)(a)(iii,23245,1
cataract,23246,2
4151,23247,1
froze,23248,1
13533,23249,1
inserted,23250,13
1999,23251,4
parenteral,23252,2
enteral,23253,1
9340,23254,1
405.511(c,23255,1
locality,23256,4
13541,23257,1
1833(g,23258,1
6133(a,23259,1
13555,23260,1
410.60,23261,2
1861(aa,23262,2
fqhcs,23263,1
13556,23264,1
1861(aa)(4,23265,1
selfdetermination,23266,2
4161(a)(2)(c,23267,1
1601ff,23268,1
405.2401(b,23269,2
epoetin,23270,2
purchaser,23271,13
epo,23272,3
anemia,23273,9
antianemia,23274,1
dialysis,23275,3
1881(b)(11)(b,23276,1
esrd,23277,3
1861(s)(2)(p,23278,1
13566,23279,1
dialyze,23280,1
405.2137,23281,2
405.2163,23282,3
410.10(k,23283,1
410.52,23284,2
1839(e,23285,1
enrollees,23286,2
4301,23287,2
13571,23288,1
408.20,23289,2
1839(e)(1)(b,23290,2
uptodate,23291,2
perpetuate,23292,1
medicareparticipating,23293,1
rays,23294,10
xrays,23295,4
405_federal,23296,1
u_conditions,23297,1
endstage,23298,3
1102,23299,4
1871,23300,5
1874,23301,1
1302,23302,4
1395y(a,23303,1
1395hh,23304,4
1395kk,23305,1
1395rr,23306,4
b)(7,23307,2
g)(2)(i,23308,1
dialysisrelated,23309,1
x_rural,23310,1
13951,23311,1
1395x(aa,23312,1
405.2401,23313,1
fqhc,23314,1
405.2434,23315,1
ffhc,23316,1
406_hospital,23317,1
202(t,23318,1
202(u,23319,1
226a,23320,2
402(t,23321,1
402(u,23322,1
426,23323,4
1395i,23324,2
3103,23325,1
426a,23326,1
404.140,23327,1
404.146,23328,1
died,23329,1
408_premiums,23330,1
1881(d,23331,1
1395p,23332,1
1395s,23333,1
1395v,23334,1
1395rr(d,23335,1
3711,23336,1
29.90,23337,1
31.80,23338,1
36.60,23339,1
41.10,23340,1
46.10,23341,1
410_supplementary,23342,1
1395k,23343,1
1395l,23344,1
1395m,23345,1
1395n,23346,1
410.10,23347,1
selfcare,23348,1
410.52(a,23349,1
413_principles,23350,2
1122,23351,4
1814(b,23352,2
1833(a,23353,2
1861(v,23354,2
1883,23355,2
1395f(b,23356,2
1395g,23357,2
13951(a,23358,2
1395x(v,23359,2
1395ww,23360,2
413.124(a,23361,1
412.92,23362,1
413.130,23363,1
j)(l)(ii,23364,1
413.157,23365,1
418_hospice,23366,1
1812(a)(4,23367,1
1813(a)(4,23368,1
1814(a)(7,23369,1
1816(e)(5,23370,1
1861(dd,23371,1
1395d(a)(4,23372,1
1395e(a)(4,23373,1
1395f(a)(7,23374,1
1395h(e)(5,23375,1
1395x(dd,23376,1
263a,23377,1
418.306(b,23378,1
01-21-1990,23379,4
93.773,23380,2
medicare_hospital,23381,2
93.774,23382,2
medicare_supplementary,23383,2
12461,23384,1
689,23385,1
ae80,23386,1
4007(b,23387,1
411(b)(6,23388,2
413.24(f)(4)(ii,23389,4
7517,23390,1
talbott,23391,1
4592,23392,1
1886(d,23393,1
predetermined,23394,3
1886(f)(1)(a,23395,1
412.52,23396,1
413.20,23397,1
413.24,23398,3
1886(b,23399,1
413.40,23400,1
1815(a,23401,4
1833(e,23402,4
413.20(a,23403,1
413.20(b,23404,2
413.24(f,23405,2
hospital's,23406,4
01-22-1987,23407,1
4007,23408,1
1886(f)(1)(b,23409,2
1886(f)(1)(b)(i,23410,2
1886(f)(1)(b)(ii,23411,1
mentions,23412,1
inpatients,23413,2
41110,23414,1
405.371(d,23415,2
incomplete,23416,9
2231,23417,2
reminding,23418,2
inception,23419,5
adr,23420,1
edits,23421,5
413.24(f)(4)(iii,23422,1
provider's,23423,2
hash,23424,1
413.24(g,23425,1
413.24(h,23426,1
2409.1(a)(1,23427,1
prm,23428,1
413.24(f)(4,23429,1
413.24(f)(4)(iv,23430,1
costreport,23431,1
1395tt,23432,1
104(c,23433,1
608(d)(3,23434,1
f)(4,23435,3
intermediary's,23436,1
name(s,23437,2
f)(4)(i,23438,1
12459,23439,1
3067,23440,1
ac25,23441,1
insurers,23442,7
fema,23443,8
nfip,23444,3
wyo,23445,6
policyholder,23446,3
assistance/subsidy,23447,4
20472,23448,4
646,23449,4
plaxico,23450,1
20742,23451,1
3422,23452,2
writeyourown,23453,1
1345,23454,4
policyholders,23455,4
insurer,23456,9
v_commencement,23457,2
fia,23458,8
resubscription,23459,2
ii_undertakings,23460,2
hurricanes,23461,2
iniki,23462,1
northeaster,23463,1
blizzard,23464,1
flooding,23465,3
modestly,23466,1
disasters,23467,1
1994_01-30-1995,23468,1
underwriting,23469,5
midnight,23470,3
edt,23471,1
preceded,23472,3
3445,23473,1
acceptances,23474,1
reprinted,23475,4
ies,23476,1
whereof,23477,2
hereto,23478,4
xxxxxxxxx,23479,1
xxxxxxxx,23480,1
12898,23481,2
2(f,23482,1
01-26-1987,23483,3
2(b)(2,23484,3
62_sale,23485,1
c_write,23486,1
41943,23487,1
12127,23488,3
mar,23489,2
19367,23490,3
1310,23491,1
i_findings,23492,1
riskbearing,23493,2
1304,23494,1
subsidized,23495,5
peril,23496,2
eligibility/rating,23497,1
adjuster,23498,1
edited/audited,23499,1
selfaudit,23500,1
processing_15,23501,1
monies,23502,5
processing_7,23503,2
inquiries_7,23504,1
inquiries_20,23505,1
requests_7,23506,1
adjustment_45,23507,1
elapsed,23508,5
catastrophe,23509,1
defend,23510,2
iii_loss,23511,1
dividends,23512,10
unallocated,23513,2
acq,23514,1
exp,23515,2
best's,23516,1
aggregates,23517,1
casualty,23518,2
underwriting_by,23519,1
farmowners,23520,1
homeowners,23521,3
d.1,23522,1
guides,23523,4
fia's,23524,2
oipats,23525,1
ogc,23526,2
counsel's,23527,1
reimbursable,23528,2
iv_undertakings,23529,1
letter(s,23530,2
overpayment,23531,2
subscribe,23532,9
resubscribe,23533,1
elects,23534,4
insureds,23535,2
misrepresentation,23536,3
unearned,23537,1
vi_information,23538,1
property/casualty,23539,1
domiciled,23540,1
domiciliary,23541,1
vii_cash,23542,1
remit,23543,1
viii_arbitration,23544,1
nonrenewal,23545,2
arbitration,23546,2
arbitrator,23547,2
arbitrators,23548,2
umpire,23549,1
umpire's,23550,1
inadmissible,23551,1
ix_errors,23552,1
negligence,23553,7
rectified,23554,1
x_officials,23555,1
xi_offset,23556,1
heretofore,23557,1
insolvency,23558,1
liquidated,23559,2
receivership,23560,1
conservator,23561,1
liquidator,23562,1
xii_equal,23563,1
handicap,23564,2
marital,23565,1
xiii_restriction,23566,1
coverages,23567,1
perils,23568,1
xiv_access,23569,1
xv_compliance,23570,1
hereof,23571,5
xvi_relationship,23572,1
guarantor,23573,2
1range,23574,1
1fee,23575,1
upton,23576,1
uptonjones,23577,1
600.01,23578,1
1000.01,23579,1
2000.01,23580,1
3500.01,23581,1
5000.01,23582,1
7000.01,23583,1
10000.01,23584,1
15000.01,23585,1
25000.01,23586,1
35000.01,23587,1
50000.01,23588,1
100000.01,23589,1
150000.01,23590,1
200000.01,23591,1
deductibles,23592,1
83.100,23593,3
elaine,23594,2
mcreynolds,23595,1
12627,23596,1
6718,23597,3
preparedness,23598,3
cog,23599,1
nsep,23600,2
integrating,23601,3
0923,23602,1
4(i,23603,2
5(b,23604,1
fishel,23605,1
0_commission,23606,1
1068,23607,1
a)(10,23608,1
a)(12,23609,1
resolves,23610,3
0.182,23611,1
0.183,23612,1
ebs,23613,1
706,23614,3
bureaus/offices,23615,1
0.185,23616,1
bureaus,23617,2
instigation,23618,1
0.231,23619,1
0.284,23620,1
392)_field,23621,1
0.311,23622,1
0.331,23623,2
fm,23624,4
notifications,23625,18
terminations,23626,1
73.922,23627,1
securing,23628,3
0.332,23629,1
communications_field,23630,1
12604,23631,1
940262,23632,1
4062,23633,1
050994d,23634,1
0.53,23635,3
16005560,23636,1
lb,23637,25
10586,23638,1
625.20(d)(2,23639,1
overage,23640,1
11993,23641,1
1initial,23642,2
2(lb,23643,1
2(kg,23644,1
5874,23645,1
6023,23646,1
7612,23647,1
7463,23648,1
3385,23649,1
nh,23650,6
842327,23651,1
902786,23652,1
60459,23653,1
1091653,23654,1
1031194,23655,1
467746,23656,1
ri,23657,5
1942451,23658,1
2510149,23659,1
1138596,23660,1
278749,23661,1
224620,23662,1
361258,23663,1
163865,23664,1
944405,23665,1
849376,23666,1
1223943,23667,1
555177,23668,1
2323354,23669,1
2466452,23670,1
143098,23671,1
2676928,23672,1
2533830,23673,1
1149338,23674,1
2197,23675,1
6403,23676,1
4206,23677,2
