term_id,doc_id,term_frequency,df
7921,"{'FR941006-1-00002': 5, 'FR941006-1-00003': 1}",6,2
7922,"{'FR941006-1-00004': 5, 'FR941006-1-00005': 8, 'FR941006-1-00006': 5, 'FR941006-1-00007': 8, 'FR941006-1-00008': 11}",37,5
7923,"{'FR941006-1-00004': 4, 'FR941006-1-00005': 5, 'FR941006-1-00006': 3, 'FR941006-1-00007': 6, 'FR941006-1-00008': 7}",25,5
7924,"{'FR941006-1-00004': 5, 'FR941006-1-00005': 8, 'FR941006-1-00006': 5, 'FR941006-1-00007': 7, 'FR941006-1-00008': 7}",32,5
7925,"{'FR941006-1-00004': 1, 'FR941006-1-00005': 4, 'FR941006-1-00006': 2, 'FR941006-1-00007': 5, 'FR941006-1-00008': 1}",13,5
7926,"{'FR941006-1-00004': 1, 'FR941006-1-00005': 1, 'FR941006-1-00007': 2, 'FR941006-1-00008': 3}",7,4
7927,"{'FR941006-1-00005': 1, 'FR941006-1-00006': 3, 'FR941006-1-00007': 1, 'FR941006-1-00008': 1}",6,4
7928,"{'FR941006-1-00012': 4, 'FR941006-1-00013': 5, 'FR941006-1-00014': 3, 'FR941006-1-00015': 6, 'FR941006-1-00016': 5, 'FR941006-1-00017': 3, 'FR941006-1-00018': 2, 'FR941006-1-00019': 8}",36,8
7929,"{'FR941006-1-00012': 2, 'FR941006-1-00013': 3, 'FR941006-1-00014': 1, 'FR941006-1-00015': 4, 'FR941006-1-00016': 1, 'FR941006-1-00017': 1, 'FR941006-1-00018': 1, 'FR941006-1-00019': 4}",17,8
7930,"{'FR941006-1-00012': 1, 'FR941006-1-00014': 1, 'FR941006-1-00016': 1, 'FR941006-1-00070': 1, 'FR941006-1-00082': 1, 'FR941206-1-00132': 1}",6,6
7931,"{'FR941006-1-00012': 2, 'FR941006-1-00013': 2, 'FR941006-1-00014': 1, 'FR941006-1-00015': 2, 'FR941006-1-00016': 4, 'FR941006-1-00017': 2, 'FR941006-1-00018': 1, 'FR941006-1-00019': 4}",18,8
7932,"{'FR941006-1-00012': 9, 'FR941006-1-00013': 4, 'FR941006-1-00014': 4, 'FR941006-1-00015': 12, 'FR941006-1-00016': 8, 'FR941006-1-00017': 7, 'FR941006-1-00018': 1, 'FR941006-1-00019': 6}",51,8
7933,"{'FR941006-1-00012': 2, 'FR941006-1-00013': 5, 'FR941006-1-00014': 1, 'FR941006-1-00015': 3, 'FR941006-1-00016': 2, 'FR941006-1-00018': 1, 'FR941006-1-00019': 1}",15,7
7934,"{'FR941006-1-00012': 1, 'FR941006-1-00015': 5}",6,2
7935,"{'FR941006-1-00013': 2, 'FR941006-1-00014': 2, 'FR941006-1-00015': 3, 'FR941006-1-00016': 2, 'FR941006-1-00017': 1}",10,5
7936,"{'FR941006-1-00013': 2, 'FR941006-1-00014': 2, 'FR941006-1-00015': 3, 'FR941006-1-00016': 2, 'FR941006-1-00017': 1}",10,5
7937,"{'FR941006-1-00016': 1, 'FR941206-1-00074': 1, 'FR941206-1-00077': 1, 'FR941206-1-00113': 1, 'FR941206-1-00134': 5}",9,5
7938,"{'FR941006-1-00018': 3, 'FR941206-1-00128': 1, 'FR941206-1-00129': 1, 'FR941206-1-00134': 1, 'FR941206-1-00142': 2}",8,5
7939,"{'FR941006-1-00020': 2, 'FR941006-1-00021': 5, 'FR941006-1-00022': 6, 'FR941006-1-00023': 1, 'FR941006-1-00026': 7}",21,5
7940,"{'FR941006-1-00020': 3, 'FR941006-1-00022': 1, 'FR941006-1-00025': 1, 'FR941006-1-00026': 1}",6,4
7941,"{'FR941006-1-00020': 3, 'FR941006-1-00022': 1, 'FR941006-1-00025': 1, 'FR941006-1-00026': 1}",6,4
7942,"{'FR941006-1-00020': 3, 'FR941006-1-00022': 1, 'FR941006-1-00025': 1, 'FR941006-1-00026': 1}",6,4
7943,"{'FR941006-1-00020': 3, 'FR941006-1-00022': 1, 'FR941006-1-00025': 1, 'FR941006-1-00026': 1}",6,4
7944,"{'FR941006-1-00022': 4, 'FR941006-1-00026': 2}",6,2
7945,"{'FR941006-1-00022': 4, 'FR941006-1-00026': 3}",7,2
7946,"{'FR941006-1-00022': 1, 'FR941006-1-00025': 3, 'FR941006-1-00027': 2}",6,3
7947,"{'FR941006-1-00028': 2, 'FR941006-1-00034': 2, 'FR941006-1-00035': 1, 'FR941006-1-00036': 1}",6,4
7948,"{'FR941006-1-00028': 7, 'FR941006-1-00029': 3, 'FR941006-1-00030': 2, 'FR941006-1-00031': 3, 'FR941006-1-00032': 2, 'FR941006-1-00033': 3, 'FR941006-1-00035': 1, 'FR941006-1-00037': 5, 'FR941006-1-00038': 4, 'FR941006-1-00039': 1, 'FR941006-1-00040': 2, 'FR941006-1-00043': 2, 'FR941006-1-00044': 3, 'FR941006-1-00045': 2}",40,14
7949,"{'FR941006-1-00028': 3, 'FR941006-1-00034': 1, 'FR941006-1-00035': 3}",7,3
7950,"{'FR941006-1-00028': 3, 'FR941006-1-00034': 1, 'FR941006-1-00035': 3}",7,3
7951,"{'FR941006-1-00028': 4, 'FR941006-1-00029': 11, 'FR941006-1-00032': 1, 'FR941006-1-00034': 2, 'FR941006-1-00035': 2, 'FR941006-1-00038': 2, 'FR941006-1-00039': 1, 'FR941006-1-00042': 1}",24,8
7952,"{'FR941006-1-00028': 4, 'FR941006-1-00029': 12, 'FR941006-1-00032': 1, 'FR941006-1-00034': 2, 'FR941006-1-00035': 2, 'FR941006-1-00038': 2, 'FR941006-1-00039': 1, 'FR941006-1-00042': 1}",25,8
7953,"{'FR941006-1-00028': 1, 'FR941006-1-00030': 1, 'FR941006-1-00033': 2, 'FR941006-1-00035': 1, 'FR941006-1-00038': 1, 'FR941006-1-00039': 3, 'FR941006-1-00045': 2}",11,7
7954,"{'FR941006-1-00028': 1, 'FR941006-1-00029': 1, 'FR941006-1-00030': 1, 'FR941006-1-00033': 1, 'FR941006-1-00035': 2, 'FR941006-1-00037': 1}",7,6
7955,"{'FR941006-1-00028': 1, 'FR941006-1-00029': 1, 'FR941006-1-00032': 1, 'FR941006-1-00035': 2, 'FR941006-1-00042': 5, 'FR941006-1-00043': 3, 'FR941006-1-00044': 1}",14,7
7956,"{'FR941006-1-00028': 4, 'FR941006-1-00029': 5, 'FR941006-1-00030': 1, 'FR941006-1-00031': 2, 'FR941006-1-00032': 1, 'FR941006-1-00033': 2, 'FR941006-1-00037': 1, 'FR941006-1-00038': 1, 'FR941006-1-00040': 2, 'FR941006-1-00043': 3, 'FR941006-1-00044': 4}",26,11
7957,"{'FR941006-1-00028': 1, 'FR941006-1-00037': 1, 'FR941006-1-00040': 1, 'FR941006-1-00043': 1, 'FR941006-1-00044': 1, 'FR941006-1-00045': 1}",6,6
7958,"{'FR941006-1-00028': 1, 'FR941006-1-00037': 1, 'FR941006-1-00040': 1, 'FR941006-1-00043': 1, 'FR941006-1-00044': 1, 'FR941006-1-00045': 1}",6,6
7959,"{'FR941006-1-00028': 1, 'FR941006-1-00029': 10, 'FR941006-1-00035': 2, 'FR941006-1-00042': 1}",14,4
7960,"{'FR941006-1-00028': 1, 'FR941006-1-00029': 10, 'FR941006-1-00035': 2, 'FR941006-1-00042': 1}",14,4
7961,"{'FR941006-1-00028': 1, 'FR941006-1-00029': 5, 'FR941006-1-00042': 1}",7,3
7962,"{'FR941006-1-00028': 1, 'FR941006-1-00029': 9, 'FR941006-1-00042': 1}",11,3
7963,"{'FR941006-1-00029': 5, 'FR941006-1-00030': 4, 'FR941006-1-00031': 2, 'FR941006-1-00032': 2, 'FR941006-1-00033': 1, 'FR941006-1-00035': 1}",15,6
7964,"{'FR941006-1-00029': 5, 'FR941006-1-00030': 4, 'FR941006-1-00031': 2, 'FR941006-1-00032': 2, 'FR941006-1-00033': 1, 'FR941006-1-00035': 1}",15,6
7965,"{'FR941006-1-00029': 2, 'FR941006-1-00031': 1, 'FR941006-1-00032': 1, 'FR941006-1-00039': 2, 'FR941006-1-00044': 1}",7,5
7966,"{'FR941006-1-00030': 3, 'FR941006-1-00031': 1, 'FR941006-1-00032': 1, 'FR941006-1-00035': 1, 'FR941006-1-00036': 1, 'FR941006-1-00037': 1, 'FR941006-1-00038': 2, 'FR941006-1-00040': 1, 'FR941006-1-00043': 2, 'FR941006-1-00045': 1}",14,10
7967,"{'FR941006-1-00030': 5, 'FR941006-1-00031': 2, 'FR941006-1-00032': 1, 'FR941006-1-00033': 2, 'FR941006-1-00035': 2, 'FR941006-1-00037': 1, 'FR941006-1-00040': 1, 'FR941006-1-00043': 1, 'FR941006-1-00044': 1, 'FR941006-1-00045': 1}",17,10
7968,"{'FR941006-1-00030': 1, 'FR941006-1-00032': 1, 'FR941006-1-00033': 1, 'FR941006-1-00034': 2, 'FR941006-1-00035': 1, 'FR941006-1-00036': 1, 'FR941006-1-00041': 1, 'FR941006-1-00042': 2, 'FR941006-1-00043': 4, 'FR941006-1-00044': 1}",15,10
7969,"{'FR941006-1-00030': 6, 'FR941006-1-00031': 1, 'FR941006-1-00038': 1}",8,3
7970,"{'FR941006-1-00030': 1, 'FR941006-1-00031': 2, 'FR941006-1-00032': 2, 'FR941206-1-00134': 2, 'FR941206-1-00140': 1, 'FR941206-1-00141': 1}",9,6
7971,"{'FR941006-1-00030': 1, 'FR941006-1-00036': 2, 'FR941006-1-00037': 2, 'FR941006-1-00038': 5, 'FR941006-1-00039': 2, 'FR941006-1-00041': 2}",14,6
7972,"{'FR941006-1-00030': 1, 'FR941006-1-00031': 5, 'FR941006-1-00032': 4, 'FR941006-1-00033': 3, 'FR941206-1-00134': 1}",14,5
7973,"{'FR941006-1-00030': 1, 'FR941006-1-00031': 1, 'FR941006-1-00032': 1, 'FR941006-1-00033': 1, 'FR941006-1-00038': 1, 'FR941006-1-00040': 1, 'FR941006-1-00043': 1, 'FR941006-1-00044': 1}",8,8
7974,"{'FR941006-1-00030': 1, 'FR941006-1-00031': 1, 'FR941006-1-00032': 1, 'FR941006-1-00033': 1, 'FR941006-1-00038': 1, 'FR941006-1-00040': 1, 'FR941006-1-00043': 1, 'FR941006-1-00044': 1}",8,8
7975,"{'FR941006-1-00030': 1, 'FR941006-1-00031': 1, 'FR941006-1-00032': 2, 'FR941006-1-00033': 1, 'FR941006-1-00038': 2, 'FR941006-1-00040': 1, 'FR941006-1-00043': 2, 'FR941006-1-00044': 1}",11,8
7976,"{'FR941006-1-00031': 3, 'FR941006-1-00032': 3, 'FR941006-1-00033': 2, 'FR941206-1-00074': 2, 'FR941206-1-00134': 1}",11,5
7977,"{'FR941006-1-00031': 1, 'FR941006-1-00035': 1, 'FR941006-1-00037': 1, 'FR941006-1-00038': 9, 'FR941006-1-00040': 1, 'FR941006-1-00045': 2}",15,6
7978,"{'FR941006-1-00031': 3, 'FR941006-1-00033': 3, 'FR941006-1-00040': 2, 'FR941006-1-00044': 2}",10,4
7979,"{'FR941006-1-00031': 2, 'FR941006-1-00033': 2, 'FR941006-1-00040': 3, 'FR941006-1-00044': 3}",10,4
7980,"{'FR941006-1-00031': 2, 'FR941006-1-00033': 2, 'FR941006-1-00040': 3, 'FR941006-1-00044': 3}",10,4
7981,"{'FR941006-1-00031': 1, 'FR941006-1-00033': 1, 'FR941006-1-00036': 1, 'FR941006-1-00040': 2, 'FR941006-1-00044': 2}",7,5
7982,"{'FR941006-1-00031': 1, 'FR941006-1-00033': 1, 'FR941006-1-00037': 1, 'FR941006-1-00040': 1, 'FR941006-1-00043': 1, 'FR941006-1-00044': 1, 'FR941006-1-00045': 1}",7,7
7983,"{'FR941006-1-00031': 1, 'FR941006-1-00033': 1, 'FR941006-1-00037': 1, 'FR941006-1-00040': 1, 'FR941006-1-00043': 1, 'FR941006-1-00044': 1, 'FR941006-1-00045': 1}",7,7
7984,"{'FR941006-1-00031': 1, 'FR941006-1-00033': 1, 'FR941006-1-00037': 1, 'FR941006-1-00040': 1, 'FR941006-1-00043': 1, 'FR941006-1-00044': 1, 'FR941006-1-00045': 1}",7,7
7985,"{'FR941006-1-00031': 1, 'FR941006-1-00033': 1, 'FR941006-1-00040': 2, 'FR941006-1-00045': 2}",6,4
7986,"{'FR941006-1-00031': 2, 'FR941006-1-00033': 2, 'FR941006-1-00037': 2, 'FR941006-1-00038': 1, 'FR941006-1-00040': 1, 'FR941006-1-00045': 1, 'FR941206-1-00051': 1, 'FR941206-1-00071': 1}",11,8
7987,"{'FR941006-1-00031': 2, 'FR941006-1-00033': 2, 'FR941006-1-00037': 2, 'FR941006-1-00040': 1, 'FR941006-1-00045': 1, 'FR941206-1-00051': 1, 'FR941206-1-00071': 1}",10,7
7988,"{'FR941006-1-00031': 2, 'FR941006-1-00033': 3, 'FR941006-1-00040': 2, 'FR941006-1-00044': 2, 'FR941006-1-00045': 2}",11,5
7989,"{'FR941006-1-00031': 1, 'FR941006-1-00033': 2, 'FR941006-1-00040': 2, 'FR941006-1-00044': 2, 'FR941006-1-00045': 2}",9,5
7990,"{'FR941006-1-00031': 1, 'FR941006-1-00033': 2, 'FR941006-1-00040': 2, 'FR941006-1-00044': 2, 'FR941006-1-00045': 2, 'FR941006-1-00048': 1}",10,6
7991,"{'FR941006-1-00031': 1, 'FR941006-1-00037': 2, 'FR941006-1-00040': 1, 'FR941006-1-00041': 1, 'FR941006-1-00045': 1}",6,5
7992,"{'FR941006-1-00031': 1, 'FR941006-1-00036': 2, 'FR941006-1-00037': 2, 'FR941006-1-00040': 1, 'FR941006-1-00041': 1, 'FR941006-1-00045': 1, 'FR941206-1-00136': 1}",9,7
7993,"{'FR941006-1-00031': 1, 'FR941006-1-00036': 2, 'FR941006-1-00037': 2, 'FR941006-1-00040': 1, 'FR941006-1-00041': 1, 'FR941006-1-00045': 1, 'FR941206-1-00136': 1}",9,7
7994,"{'FR941006-1-00032': 1, 'FR941006-1-00038': 1, 'FR941006-1-00040': 1, 'FR941006-1-00043': 2, 'FR941006-1-00044': 1, 'FR941006-1-00045': 1}",7,6
7995,"{'FR941006-1-00035': 1, 'FR941006-1-00037': 1, 'FR941006-1-00040': 1, 'FR941006-1-00043': 1, 'FR941006-1-00044': 1, 'FR941006-1-00045': 1}",6,6
7996,"{'FR941006-1-00035': 1, 'FR941006-1-00037': 1, 'FR941006-1-00040': 1, 'FR941006-1-00043': 1, 'FR941006-1-00044': 1, 'FR941006-1-00045': 1}",6,6
7997,"{'FR941006-1-00035': 1, 'FR941006-1-00037': 1, 'FR941006-1-00040': 1, 'FR941006-1-00043': 1, 'FR941006-1-00044': 1, 'FR941006-1-00045': 1}",6,6
7998,"{'FR941006-1-00035': 1, 'FR941006-1-00037': 1, 'FR941006-1-00040': 1, 'FR941006-1-00043': 1, 'FR941006-1-00044': 1, 'FR941006-1-00045': 1}",6,6
7999,"{'FR941006-1-00035': 1, 'FR941006-1-00037': 1, 'FR941006-1-00040': 1, 'FR941006-1-00043': 1, 'FR941006-1-00044': 1, 'FR941006-1-00045': 1}",6,6
8000,"{'FR941006-1-00035': 1, 'FR941006-1-00037': 1, 'FR941006-1-00040': 1, 'FR941006-1-00043': 1, 'FR941006-1-00044': 1, 'FR941006-1-00045': 1}",6,6
8001,"{'FR941006-1-00035': 1, 'FR941006-1-00036': 4, 'FR941006-1-00038': 3, 'FR941006-1-00045': 2}",10,4
8002,"{'FR941006-1-00036': 3, 'FR941006-1-00045': 2, 'FR941206-1-00021': 1}",6,3
8003,"{'FR941006-1-00036': 1, 'FR941006-1-00041': 3, 'FR941006-1-00046': 2, 'FR941006-1-00047': 1, 'FR941006-1-00048': 1}",8,5
8004,"{'FR941006-1-00037': 2, 'FR941006-1-00038': 1, 'FR941006-1-00040': 2, 'FR941006-1-00041': 2}",7,4
8005,"{'FR941006-1-00037': 2, 'FR941006-1-00040': 2, 'FR941006-1-00041': 2}",6,3
8006,"{'FR941006-1-00037': 2, 'FR941006-1-00040': 2, 'FR941006-1-00041': 2, 'FR941006-1-00099': 2}",8,4
8007,"{'FR941006-1-00038': 1, 'FR941006-1-00039': 4, 'FR941006-1-00043': 7, 'FR941006-1-00044': 4, 'FR941006-1-00045': 2}",18,5
8008,"{'FR941006-1-00038': 1, 'FR941006-1-00039': 4, 'FR941006-1-00043': 7, 'FR941006-1-00044': 4, 'FR941006-1-00045': 2}",18,5
8009,"{'FR941006-1-00038': 1, 'FR941006-1-00039': 4, 'FR941006-1-00043': 7, 'FR941006-1-00044': 2, 'FR941006-1-00045': 2}",16,5
8010,"{'FR941006-1-00038': 1, 'FR941006-1-00039': 5, 'FR941006-1-00043': 7, 'FR941006-1-00044': 2, 'FR941006-1-00045': 2}",17,5
8011,"{'FR941006-1-00040': 2, 'FR941006-1-00041': 8}",10,2
8012,"{'FR941006-1-00041': 3, 'FR941006-1-00045': 1, 'FR941006-1-00046': 1, 'FR941006-1-00047': 1, 'FR941006-1-00048': 1, 'FR941006-1-00049': 1}",8,6
8013,"{'FR941006-1-00041': 3, 'FR941006-1-00046': 1, 'FR941006-1-00047': 1, 'FR941006-1-00049': 1}",6,4
8014,"{'FR941006-1-00041': 7, 'FR941006-1-00046': 2, 'FR941006-1-00048': 1}",10,3
8015,"{'FR941006-1-00041': 3, 'FR941006-1-00046': 1, 'FR941006-1-00047': 1, 'FR941006-1-00048': 1, 'FR941006-1-00049': 2}",8,5
8016,"{'FR941006-1-00042': 1, 'FR941206-1-00054': 1, 'FR941206-1-00056': 1, 'FR941206-1-00081': 1, 'FR941206-1-00110': 2}",6,5
8017,"{'FR941006-1-00043': 15, 'FR941006-1-00044': 7}",22,2
8018,"{'FR941006-1-00043': 4, 'FR941006-1-00044': 2}",6,2
8019,"{'FR941006-1-00043': 4, 'FR941006-1-00044': 2}",6,2
8020,"{'FR941006-1-00051': 2, 'FR941206-1-00034': 1, 'FR941206-1-00134': 3, 'FR941206-1-00140': 1, 'FR941206-1-00144': 1}",8,5
8021,"{'FR941006-1-00051': 3, 'FR941006-1-00052': 2, 'FR941006-1-00053': 3, 'FR941006-1-00054': 1}",9,4
8022,"{'FR941006-1-00051': 3, 'FR941006-1-00052': 2, 'FR941006-1-00053': 3, 'FR941006-1-00054': 1}",9,4
8023,"{'FR941006-1-00053': 1, 'FR941206-1-00134': 7}",8,2
8024,"{'FR941006-1-00053': 1, 'FR941206-1-00134': 5}",6,2
8025,"{'FR941006-1-00057': 1, 'FR941006-1-00058': 2, 'FR941006-1-00059': 1, 'FR941006-1-00065': 1, 'FR941006-1-00066': 2}",7,5
8026,"{'FR941006-1-00057': 1, 'FR941006-1-00058': 3, 'FR941006-1-00060': 3, 'FR941006-1-00061': 1, 'FR941006-1-00062': 3, 'FR941006-1-00063': 2, 'FR941006-1-00064': 5, 'FR941006-1-00066': 10}",28,8
8027,"{'FR941006-1-00057': 1, 'FR941006-1-00058': 3, 'FR941006-1-00060': 3, 'FR941006-1-00062': 1, 'FR941006-1-00063': 1, 'FR941006-1-00064': 1}",10,6
8028,"{'FR941006-1-00057': 1, 'FR941006-1-00058': 3, 'FR941006-1-00060': 4, 'FR941006-1-00062': 2, 'FR941006-1-00063': 2, 'FR941006-1-00064': 1}",13,6
8029,"{'FR941006-1-00057': 1, 'FR941006-1-00059': 3, 'FR941006-1-00060': 2, 'FR941006-1-00061': 3, 'FR941006-1-00062': 3, 'FR941006-1-00063': 6, 'FR941006-1-00064': 3, 'FR941006-1-00066': 9}",30,8
8030,"{'FR941006-1-00057': 2, 'FR941006-1-00058': 2, 'FR941006-1-00059': 1, 'FR941006-1-00063': 3, 'FR941006-1-00064': 1}",9,5
8031,"{'FR941006-1-00057': 2, 'FR941006-1-00059': 1, 'FR941006-1-00062': 2, 'FR941006-1-00066': 1}",6,4
8032,"{'FR941006-1-00058': 1, 'FR941006-1-00059': 1, 'FR941006-1-00061': 2, 'FR941006-1-00065': 2}",6,4
8033,"{'FR941006-1-00059': 1, 'FR941006-1-00063': 1, 'FR941006-1-00065': 4}",6,3
8034,"{'FR941006-1-00059': 3, 'FR941006-1-00060': 2, 'FR941006-1-00061': 4, 'FR941006-1-00063': 1, 'FR941006-1-00064': 1}",11,5
8035,"{'FR941006-1-00059': 2, 'FR941006-1-00060': 1, 'FR941006-1-00061': 1, 'FR941006-1-00065': 1, 'FR941006-1-00066': 1}",6,5
8036,"{'FR941006-1-00061': 3, 'FR941006-1-00062': 3}",6,2
8037,"{'FR941006-1-00061': 1, 'FR941006-1-00063': 1, 'FR941006-1-00064': 3, 'FR941006-1-00066': 1}",6,4
8038,"{'FR941006-1-00061': 1, 'FR941006-1-00062': 2, 'FR941006-1-00063': 1, 'FR941006-1-00064': 2, 'FR941006-1-00066': 9}",15,5
8039,"{'FR941006-1-00063': 1, 'FR941006-1-00123': 2, 'FR941206-1-00134': 3}",6,3
8040,"{'FR941006-1-00068': 3, 'FR941006-1-00069': 3, 'FR941006-1-00070': 1, 'FR941006-1-00071': 4, 'FR941006-1-00072': 3, 'FR941006-1-00073': 3, 'FR941006-1-00074': 6, 'FR941006-1-00075': 1, 'FR941006-1-00076': 4, 'FR941006-1-00077': 2, 'FR941006-1-00078': 5, 'FR941006-1-00079': 3, 'FR941006-1-00080': 1, 'FR941006-1-00081': 6, 'FR941006-1-00082': 3, 'FR941006-1-00083': 7, 'FR941006-1-00084': 5, 'FR941006-1-00085': 10, 'FR941006-1-00086': 8, 'FR941006-1-00087': 15, 'FR941006-1-00088': 9, 'FR941006-1-00089': 3, 'FR941006-1-00090': 7, 'FR941006-1-00091': 4, 'FR941006-1-00092': 3, 'FR941006-1-00094': 4, 'FR941006-1-00095': 6, 'FR941006-1-00096': 11, 'FR941006-1-00097': 3, 'FR941006-1-00098': 6, 'FR941006-1-00099': 5, 'FR941006-1-00100': 3, 'FR941006-1-00101': 3, 'FR941006-1-00102': 4, 'FR941006-1-00103': 3, 'FR941006-1-00104': 8}",175,36
8041,"{'FR941006-1-00068': 1, 'FR941006-1-00081': 3, 'FR941006-1-00085': 1, 'FR941006-1-00087': 2, 'FR941006-1-00088': 2, 'FR941006-1-00090': 1, 'FR941006-1-00099': 1, 'FR941006-1-00104': 4}",15,8
8042,"{'FR941006-1-00068': 7, 'FR941006-1-00070': 1, 'FR941006-1-00071': 1, 'FR941006-1-00073': 2, 'FR941006-1-00081': 1, 'FR941006-1-00082': 3, 'FR941006-1-00083': 2}",17,7
8043,"{'FR941006-1-00068': 4, 'FR941006-1-00069': 1, 'FR941006-1-00071': 1, 'FR941006-1-00072': 1, 'FR941006-1-00077': 1, 'FR941006-1-00078': 1, 'FR941006-1-00079': 1, 'FR941006-1-00083': 1, 'FR941006-1-00085': 2}",13,9
8044,"{'FR941006-1-00068': 4, 'FR941006-1-00069': 2, 'FR941006-1-00071': 1, 'FR941006-1-00072': 1, 'FR941006-1-00078': 17, 'FR941006-1-00079': 5, 'FR941006-1-00081': 2, 'FR941006-1-00082': 5, 'FR941006-1-00085': 1, 'FR941006-1-00086': 1, 'FR941006-1-00088': 1, 'FR941006-1-00089': 1, 'FR941006-1-00091': 1, 'FR941006-1-00098': 3, 'FR941006-1-00099': 1}",46,15
8045,"{'FR941006-1-00068': 3, 'FR941006-1-00071': 1, 'FR941006-1-00078': 1, 'FR941006-1-00079': 1, 'FR941006-1-00086': 1, 'FR941006-1-00088': 1, 'FR941006-1-00089': 1}",9,7
8046,"{'FR941006-1-00068': 3, 'FR941006-1-00071': 1, 'FR941006-1-00078': 1, 'FR941006-1-00079': 2, 'FR941006-1-00086': 1, 'FR941006-1-00088': 1, 'FR941006-1-00089': 1}",10,7
8047,"{'FR941006-1-00068': 2, 'FR941006-1-00083': 4, 'FR941006-1-00084': 1, 'FR941006-1-00087': 1, 'FR941006-1-00088': 1, 'FR941006-1-00096': 1, 'FR941006-1-00104': 1}",11,7
8048,"{'FR941006-1-00068': 2, 'FR941006-1-00069': 1, 'FR941006-1-00073': 1, 'FR941006-1-00078': 1, 'FR941006-1-00079': 1, 'FR941206-1-00030': 1, 'FR941206-1-00134': 4}",11,7
8049,"{'FR941006-1-00068': 2, 'FR941006-1-00069': 1, 'FR941006-1-00072': 1, 'FR941006-1-00074': 1, 'FR941006-1-00078': 2, 'FR941006-1-00081': 1}",8,6
8050,"{'FR941006-1-00068': 1, 'FR941006-1-00069': 2, 'FR941006-1-00072': 2, 'FR941006-1-00078': 2, 'FR941006-1-00079': 1, 'FR941006-1-00081': 1, 'FR941006-1-00082': 1, 'FR941006-1-00083': 1, 'FR941006-1-00091': 1, 'FR941006-1-00098': 1}",13,10
8051,"{'FR941006-1-00068': 1, 'FR941006-1-00069': 1, 'FR941006-1-00072': 1, 'FR941006-1-00078': 1, 'FR941006-1-00081': 1, 'FR941006-1-00083': 1}",6,6
8052,"{'FR941006-1-00068': 1, 'FR941006-1-00069': 1, 'FR941006-1-00072': 1, 'FR941006-1-00078': 1, 'FR941006-1-00081': 1, 'FR941006-1-00083': 1}",6,6
8053,"{'FR941006-1-00068': 1, 'FR941006-1-00069': 1, 'FR941006-1-00078': 1, 'FR941006-1-00079': 1, 'FR941006-1-00083': 1, 'FR941006-1-00085': 2}",7,6
8054,"{'FR941006-1-00068': 1, 'FR941006-1-00069': 1, 'FR941006-1-00078': 1, 'FR941006-1-00079': 1, 'FR941006-1-00083': 1, 'FR941006-1-00085': 2}",7,6
8055,"{'FR941006-1-00068': 1, 'FR941006-1-00069': 1, 'FR941006-1-00078': 1, 'FR941006-1-00083': 1, 'FR941006-1-00085': 2}",6,5
8056,"{'FR941006-1-00068': 1, 'FR941006-1-00069': 1, 'FR941006-1-00077': 3, 'FR941006-1-00078': 1, 'FR941006-1-00080': 3, 'FR941006-1-00083': 1, 'FR941006-1-00084': 1, 'FR941006-1-00085': 3, 'FR941006-1-00099': 1, 'FR941006-1-00103': 1}",16,10
8057,"{'FR941006-1-00068': 1, 'FR941006-1-00069': 1, 'FR941006-1-00078': 1, 'FR941006-1-00080': 2, 'FR941006-1-00083': 1, 'FR941006-1-00085': 2, 'FR941006-1-00099': 1}",9,7
8058,"{'FR941006-1-00068': 1, 'FR941006-1-00069': 1, 'FR941006-1-00070': 1, 'FR941006-1-00078': 1, 'FR941006-1-00079': 1, 'FR941006-1-00080': 2, 'FR941006-1-00083': 1, 'FR941006-1-00085': 2, 'FR941006-1-00099': 1}",11,9
8059,"{'FR941006-1-00068': 3, 'FR941006-1-00072': 1, 'FR941006-1-00073': 1, 'FR941006-1-00074': 1, 'FR941006-1-00078': 1, 'FR941006-1-00079': 1, 'FR941006-1-00080': 1}",9,7
8060,"{'FR941006-1-00069': 2, 'FR941006-1-00070': 1, 'FR941006-1-00071': 2, 'FR941006-1-00072': 1, 'FR941006-1-00078': 2, 'FR941006-1-00079': 3, 'FR941006-1-00081': 1, 'FR941006-1-00082': 1, 'FR941006-1-00086': 1, 'FR941006-1-00087': 3, 'FR941006-1-00088': 3, 'FR941006-1-00089': 3, 'FR941006-1-00090': 6, 'FR941006-1-00091': 5, 'FR941006-1-00092': 2, 'FR941006-1-00093': 1, 'FR941006-1-00094': 4, 'FR941006-1-00095': 1, 'FR941006-1-00096': 2, 'FR941006-1-00097': 1, 'FR941006-1-00098': 10, 'FR941006-1-00100': 2, 'FR941006-1-00101': 2, 'FR941006-1-00102': 3}",62,24
